Timestamp,Ch1,Ch2-band1,Ch2-band2,Ch2-band3,Ch2-band4,Ch2-band5,Ch2-band6,Ch2-band7,Ch2-band8,Ch2-band9,Ch2-band10,Ch2-band11,Ch2-band12
20240701_1128,,,,,,,,,,,,,
20250101_1854,,,,,,,,,,,,,
20250101_2326,,,,,,,,,,,,,
20250103_2330,,,,,,,,,,,,,
20250105_2326,,,,,,,,,,,,,
20250107_2337,,,,,,,,,,,,,
20250108_1730,,,,,,,,,,,,,
20250109_2327,,,,,,,,,,,,,
20250110_1730,,,,,,,,,,,,,
20250110_1927,,,,,,,,,,,,,
20250111_2325,,,,,,,,,,,,,
20250112_1730,,,,,,,,,,,,,
20250116_1730,,,,,,,,,,,,,
20250117_2328,,,,,,,,,,,,,
20250121_1851,,,,,,,,,,,,,
20250121_2328,,,,,,,,,,,,,
20250122_1730,,,,,,,,,,,,,
20250123_2329,,,,,,,,,,,,,
20250124_1730,,,,,,,,,,,,,
20250125_2340,,,,,,,,,,,,,
